Citizen_ID,Diet_Type,District_Name,Occupation,Wealth_Index,House_Size_sq_ft,Life_Expectancy,Vehicle_Owned,Work_District,Bio_Hash
CIT_2714,Exotic Imports,Deep Trench,Fisher,3342.0,,42.0,No Vehicle,Mariana Plaza,ec0eb84f
CIT_2649,Exotic Imports,Coral Slums,Miner,1453.0,109.0,33.0,Fin Bicycle,The Golden Reef,b4fa33cd
CIT_14899,Seaweed,Coral Slums,Fisher,2205.0,126.0,56.0,Fin Bicycle,Deep Trench,5ebfdec5
CIT_14728,Seaweed,Mariana Plaza,Scribe,2527.0,382.0,61.0,Sea Scooter,Mariana Plaza,4af31db4
CIT_8862,Exotic Imports,Mariana Plaza,Scribe,2836.0,389.0,46.0,Fin Bicycle,Deep Trench,c0dae457
CIT_14947,Seafood,The Golden Reef,Fisher,11142.0,2548.0,60.0,Sea Scooter,Coral Slums,bb8b3b11
CIT_15567,Seaweed,Mariana Plaza,Scribe,6890.0,1042.0,60.0,No Vehicle,Mariana Plaza,bb842e13
CIT_12930,Exotic Imports,Mariana Plaza,Fisher,6337.0,878.0,41.0,Sea Scooter,The Golden Reef,7807d588
CIT_5923,Exotic Imports,Deep Trench,Fisher,1544.0,102.0,42.0,Sea Scooter,Coral Slums,c1c02f32
CIT_9342,Exotic Imports,Coral Slums,Miner,1589.0,134.0,33.0,Sea Scooter,Deep Trench,0000aff5
CIT_7385,Exotic Imports,The Golden Reef,Merchant,1371.0,195.0,46.0,Fin Bicycle,The Golden Reef,7e81f419
CIT_12299,Seaweed,Deep Trench,Warrior,1478.0,116.0,44.0,Sea Scooter,Deep Trench,6142a337
CIT_3357,Seafood,The Golden Reef,Merchant,29371.0,6498.0,82.0,Submarine,The Golden Reef,d2ef313b
CIT_4494,Exotic Imports,The Golden Reef,Merchant,15982.0,3723.0,74.0,Submarine,The Golden Reef,daccff54
CIT_4534,Exotic Imports,The Golden Reef,Warrior,67583.0,10000.0,76.0,Fin Bicycle,The Golden Reef,ddf7cbb4
CIT_19363,Seafood,Deep Trench,Miner,3901.0,438.0,,Sea Scooter,Deep Trench,c2c13087
CIT_6592,Exotic Imports,The Golden Reef,Merchant,21281.0,4807.0,73.0,Submarine,The Golden Reef,db8c36ab
CIT_3211,Seafood,Deep Trench,Fisher,1668.0,,40.0,Fin Bicycle,The Golden Reef,8a2b8ade
CIT_0533,Exotic Imports,Coral Slums,Fisher,1866.0,,34.0,Submarine,The Golden Reef,e3519f50
CIT_12174,Exotic Imports,Mariana Plaza,Merchant,13984.0,1999.0,63.0,Sea Scooter,The Golden Reef,0690fb23
CIT_7075,Seaweed,The Golden Reef,Warrior,29865.0,6675.0,79.0,Fin Bicycle,Deep Trench,f54b8bd0
CIT_12739,Exotic Imports,Coral Slums,Fisher,1313.0,100.0,39.0,No Vehicle,Coral Slums,0f20b7fd
CIT_2556,Exotic Imports,Coral Slums,Miner,2190.0,162.0,41.0,No Vehicle,Deep Trench,1a8b1a5f
CIT_13137,Seafood,Deep Trench,Merchant,10452.0,1095.0,65.0,Sea Scooter,Mariana Plaza,011ce227
CIT_15140,Seafood,Mariana Plaza,Merchant,1454.0,263.0,54.0,Sea Scooter,Mariana Plaza,faf454eb
CIT_11674,Seafood,Mariana Plaza,Warrior,1262.0,185.0,36.0,Sea Scooter,Coral Slums,5e7032d5
CIT_4084,Exotic Imports,Deep Trench,Warrior,4975.0,503.0,27.0,Fin Bicycle,Deep Trench,debb2dbc
CIT_2144,Seafood,Coral Slums,Miner,1707.0,116.0,47.0,Fin Bicycle,Mariana Plaza,8558f4df
CIT_3022,Seafood,Coral Slums,Miner,,110.0,50.0,No Vehicle,Coral Slums,c9662f00
CIT_12147,Seafood,The Golden Reef,Merchant,85754.0,10000.0,110.0,No Vehicle,Mariana Plaza,1b7627a5
CIT_14904,Seafood,The Golden Reef,Scribe,61284.0,10000.0,99.0,Submarine,The Golden Reef,cdb1058a
CIT_6918,Exotic Imports,Deep Trench,Warrior,1814.0,154.0,35.0,Sea Scooter,Mariana Plaza,89eeadb9
CIT_5940,Seafood,Mariana Plaza,Scribe,1785.0,270.0,57.0,Fin Bicycle,The Golden Reef,3b70ee2f
CIT_6620,Seafood,Mariana Plaza,Merchant,5093.0,793.0,61.0,Submarine,Mariana Plaza,b08caeb7
CIT_0182,Seafood,Mariana Plaza,Scribe,5043.0,744.0,54.0,Sea Scooter,Mariana Plaza,780a1296
CIT_17527,Seaweed,Deep Trench,Scribe,9514.0,967.0,68.0,No Vehicle,Mariana Plaza,d7e87c8d
CIT_11388,Seafood,The Golden Reef,Warrior,2143.0,424.0,41.0,No Vehicle,Deep Trench,9f323feb
CIT_15828,Exotic Imports,Mariana Plaza,Merchant,1807.0,,44.0,Fin Bicycle,Mariana Plaza,00bd9a09
CIT_6292,Seaweed,Deep Trench,Warrior,2865.0,287.0,34.0,Fin Bicycle,The Golden Reef,993578ca
CIT_1590,Seafood,Deep Trench,Warrior,3742.0,428.0,39.0,Fin Bicycle,The Golden Reef,efdee920
CIT_8768,Exotic Imports,The Golden Reef,Merchant,6041.0,1431.0,43.0,No Vehicle,Mariana Plaza,1b79a379
CIT_5985,Seaweed,Deep Trench,Scribe,1964.0,155.0,55.0,Fin Bicycle,Mariana Plaza,ec1bbdc4
CIT_0486,Seafood,Deep Trench,Fisher,2283.0,226.0,48.0,Sea Scooter,Coral Slums,e5924ebc
CIT_11245,Exotic Imports,Coral Slums,Warrior,6318.0,365.0,29.0,No Vehicle,Coral Slums,a37f3f6c
CIT_16627,Seaweed,Deep Trench,Merchant,1681.0,178.0,58.0,Sea Scooter,The Golden Reef,b5a879b9
CIT_11939,Seafood,Deep Trench,Warrior,4717.0,434.0,34.0,Fin Bicycle,Coral Slums,90b574b3
CIT_5095,Seafood,Deep Trench,Merchant,4072.0,458.0,,Sea Scooter,Mariana Plaza,65727bb5
CIT_9306,Seaweed,Coral Slums,Miner,1400.0,100.0,,Sea Scooter,Mariana Plaza,68798ae5
CIT_13237,Exotic Imports,Mariana Plaza,Merchant,4309.0,645.0,51.0,Sea Scooter,The Golden Reef,298259fd
CIT_13640,Exotic Imports,Mariana Plaza,Scribe,7359.0,1018.0,50.0,No Vehicle,Mariana Plaza,5b64d4de
CIT_3500,Exotic Imports,Coral Slums,Miner,3801.0,237.0,39.0,Sea Scooter,Coral Slums,618afcba
CIT_3381,Seafood,Mariana Plaza,Scribe,6318.0,1011.0,56.0,Sea Scooter,Mariana Plaza,779f7ac4
CIT_3956,Seafood,Coral Slums,Merchant,1555.0,100.0,64.0,No Vehicle,Deep Trench,62c835a4
CIT_8060,Seafood,The Golden Reef,Merchant,78823.0,10000.0,105.0,Sea Scooter,Mariana Plaza,ea46113e
CIT_17747,Exotic Imports,Mariana Plaza,Warrior,3053.0,433.0,42.0,Sea Scooter,The Golden Reef,4a34305e
CIT_10467,Exotic Imports,Deep Trench,Fisher,5211.0,,39.0,No Vehicle,Coral Slums,f97d82fa
CIT_8973,Seaweed,Deep Trench,Warrior,1583.0,177.0,41.0,No Vehicle,Coral Slums,c8844bcf
CIT_3888,Seafood,Coral Slums,Warrior,1196.0,100.0,38.0,Fin Bicycle,The Golden Reef,fc2d02a4
CIT_4597,Seaweed,Mariana Plaza,Miner,4311.0,553.0,64.0,Fin Bicycle,Mariana Plaza,60bd8e75
CIT_17672,Seaweed,Deep Trench,Warrior,2582.0,307.0,42.0,Sea Scooter,Deep Trench,8fca3da5
CIT_19150,Exotic Imports,Coral Slums,Fisher,1882.0,141.0,29.0,Sea Scooter,Deep Trench,2901d803
CIT_6718,Exotic Imports,The Golden Reef,Miner,7884.0,1870.0,44.0,No Vehicle,Mariana Plaza,f5ee4a99
CIT_8544,Seafood,Mariana Plaza,Scribe,15733.0,2305.0,68.0,No Vehicle,Coral Slums,91b8338f
CIT_4535,Seafood,The Golden Reef,Merchant,4504.0,1008.0,56.0,No Vehicle,The Golden Reef,3b17c765
CIT_2924,Seafood,Mariana Plaza,Miner,,3547.0,73.0,Fin Bicycle,Coral Slums,ef900b15
CIT_4320,Exotic Imports,Coral Slums,Fisher,1518.0,130.0,38.0,Fin Bicycle,Deep Trench,5ee564ce
CIT_14690,Seafood,Coral Slums,Scribe,1217.0,112.0,54.0,Fin Bicycle,Mariana Plaza,4bd46919
CIT_6732,Seafood,Deep Trench,Warrior,8659.0,909.0,46.0,Submarine,Mariana Plaza,7c04e1f0
CIT_10452,Exotic Imports,Deep Trench,Fisher,1387.0,187.0,35.0,Sea Scooter,The Golden Reef,94ca6dcb
CIT_19419,Seafood,Deep Trench,Warrior,3589.0,375.0,43.0,Sea Scooter,Mariana Plaza,150b3646
CIT_16934,Seafood,Deep Trench,Miner,3617.0,349.0,,Submarine,Coral Slums,f731b0d9
CIT_17517,Exotic Imports,Coral Slums,Fisher,2759.0,170.0,36.0,Fin Bicycle,Coral Slums,d23cc6fc
CIT_11561,Seafood,Mariana Plaza,Scribe,4617.0,743.0,69.0,Fin Bicycle,The Golden Reef,15b3c76d
CIT_16073,Seaweed,Deep Trench,Warrior,1295.0,183.0,43.0,Fin Bicycle,The Golden Reef,a5760d75
CIT_2132,Seaweed,Coral Slums,Miner,1008.0,100.0,49.0,Fin Bicycle,Coral Slums,87ac8189
CIT_6737,Seafood,The Golden Reef,Merchant,,4308.0,,Submarine,Mariana Plaza,66b2f0f2
CIT_17825,Seaweed,Mariana Plaza,Scribe,24291.0,3680.0,79.0,Submarine,Mariana Plaza,c9340042
CIT_5435,Exotic Imports,The Golden Reef,Merchant,19461.0,4425.0,72.0,Submarine,The Golden Reef,a4d01865
CIT_17489,Seaweed,Deep Trench,Fisher,,,40.0,Sea Scooter,The Golden Reef,eed55c06
CIT_3087,Seafood,Deep Trench,Fisher,4411.0,437.0,48.0,Sea Scooter,The Golden Reef,317d2708
CIT_1487,Exotic Imports,Deep Trench,Warrior,6648.0,721.0,44.0,No Vehicle,Coral Slums,dcd1a3c6
CIT_16391,Seafood,Deep Trench,Warrior,2029.0,110.0,46.0,No Vehicle,The Golden Reef,3750f41d
CIT_6549,Exotic Imports,Mariana Plaza,Scribe,4564.0,717.0,59.0,No Vehicle,Mariana Plaza,1ac02463
CIT_3323,Exotic Imports,The Golden Reef,Scribe,4431.0,982.0,49.0,Fin Bicycle,Mariana Plaza,fc4448eb
CIT_4035,Seaweed,Deep Trench,Miner,1178.0,195.0,49.0,Fin Bicycle,Deep Trench,040fde15
CIT_5245,Exotic Imports,Coral Slums,Miner,2254.0,100.0,31.0,Sea Scooter,Coral Slums,96ca6205
CIT_10453,Exotic Imports,The Golden Reef,Merchant,37447.0,8463.0,94.0,Sea Scooter,Mariana Plaza,96d42331
CIT_19565,Seafood,The Golden Reef,Merchant,22275.0,4996.0,84.0,Submarine,Coral Slums,db81ab5b
CIT_11525,Seafood,Mariana Plaza,Scribe,6694.0,956.0,58.0,Submarine,Coral Slums,61f90953
CIT_19115,Seafood,Coral Slums,Miner,3415.0,157.0,44.0,Fin Bicycle,Coral Slums,394e419a
CIT_19300,Seafood,Deep Trench,Warrior,4405.0,507.0,35.0,Fin Bicycle,Deep Trench,b8a1a3b4
CIT_4196,Exotic Imports,Deep Trench,Warrior,3942.0,354.0,28.0,Fin Bicycle,The Golden Reef,8644810d
CIT_14317,Seaweed,Deep Trench,Warrior,1598.0,146.0,29.0,Fin Bicycle,The Golden Reef,fa82c068
CIT_1906,Exotic Imports,The Golden Reef,Miner,23528.0,,60.0,Fin Bicycle,Coral Slums,25a5162e
CIT_0044,Seafood,Deep Trench,Fisher,1158.0,128.0,35.0,Sea Scooter,The Golden Reef,0e8c39b2
CIT_10882,Exotic Imports,Deep Trench,Fisher,4195.0,436.0,40.0,Fin Bicycle,Mariana Plaza,a88ab85d
CIT_4497,Seafood,Mariana Plaza,Scribe,1627.0,143.0,56.0,Sea Scooter,Coral Slums,99fd279a
CIT_1426,Seafood,Deep Trench,Warrior,2343.0,229.0,38.0,Fin Bicycle,Mariana Plaza,66f33661
CIT_4474,Seafood,Deep Trench,Merchant,1582.0,164.0,54.0,Sea Scooter,The Golden Reef,7b6799e1
CIT_0139,Exotic Imports,The Golden Reef,Miner,7038.0,1671.0,52.0,No Vehicle,Coral Slums,a1b41ad2
CIT_12199,Seafood,The Golden Reef,Fisher,2929.0,676.0,49.0,Sea Scooter,Mariana Plaza,c459827d
CIT_12832,Exotic Imports,Coral Slums,Merchant,,293.0,,Fin Bicycle,The Golden Reef,fe5383db
CIT_18266,Seaweed,Deep Trench,Warrior,2160.0,224.0,45.0,No Vehicle,Deep Trench,ad4599b0
CIT_7765,Seafood,Deep Trench,Fisher,2038.0,259.0,54.0,Fin Bicycle,Coral Slums,b05e4c9d
CIT_2259,Seafood,Mariana Plaza,Miner,2849.0,434.0,46.0,No Vehicle,Deep Trench,793d72bf
CIT_19238,Seaweed,The Golden Reef,Merchant,6427.0,1491.0,62.0,Sea Scooter,Mariana Plaza,e5dfc250
CIT_3962,Seaweed,Coral Slums,Fisher,1088.0,,37.0,Submarine,Deep Trench,4a46e1a7
CIT_3902,Exotic Imports,Coral Slums,Fisher,6598.0,354.0,41.0,No Vehicle,The Golden Reef,77cc823a
CIT_3485,Seaweed,Mariana Plaza,Scribe,8763.0,1320.0,,No Vehicle,Deep Trench,1262b399
CIT_5920,Seafood,Mariana Plaza,Warrior,7078.0,1080.0,38.0,Submarine,Deep Trench,758cd3af
CIT_4400,Seaweed,Deep Trench,Miner,6730.0,733.0,61.0,Submarine,Coral Slums,74091b16
CIT_10486,Exotic Imports,Coral Slums,Miner,3324.0,,34.0,Fin Bicycle,Deep Trench,c3fc7a4e
CIT_9157,Seaweed,Deep Trench,Warrior,3214.0,316.0,53.0,Fin Bicycle,The Golden Reef,f962bb22
CIT_18600,Exotic Imports,Coral Slums,Miner,9400.0,565.0,40.0,No Vehicle,Deep Trench,1a7e77d7
CIT_15580,Seafood,Coral Slums,Warrior,1261.0,100.0,31.0,Sea Scooter,The Golden Reef,5d81aaf6
CIT_15387,Exotic Imports,Deep Trench,Warrior,2613.0,182.0,40.0,Sea Scooter,Deep Trench,22d61260
CIT_10709,Seafood,Deep Trench,Fisher,1358.0,175.0,44.0,Fin Bicycle,Deep Trench,2a91b633
CIT_6058,Seaweed,Mariana Plaza,Scribe,1294.0,227.0,58.0,Sea Scooter,Coral Slums,a62e7d73
CIT_10354,Seafood,Coral Slums,Warrior,2071.0,138.0,37.0,Sea Scooter,Deep Trench,664964a8
CIT_10246,Seaweed,Deep Trench,Fisher,2118.0,230.0,41.0,Sea Scooter,The Golden Reef,ed05ecdf
CIT_18562,Seafood,Coral Slums,Scribe,7335.0,475.0,59.0,No Vehicle,Mariana Plaza,6ed2cacc
CIT_3912,Seafood,Deep Trench,Fisher,3555.0,324.0,37.0,Fin Bicycle,Coral Slums,034a8836
CIT_11167,Seaweed,Mariana Plaza,Merchant,3038.0,481.0,57.0,Sea Scooter,Coral Slums,f0d759bc
CIT_10379,Seafood,Mariana Plaza,Warrior,6890.0,,36.0,Sea Scooter,Deep Trench,a49b0324
CIT_7312,Seafood,Mariana Plaza,Warrior,38791.0,5784.0,64.0,No Vehicle,Mariana Plaza,eeaaa19f
CIT_11019,Seaweed,The Golden Reef,Miner,2489.0,,40.0,No Vehicle,Mariana Plaza,93361cc0
CIT_13581,Seaweed,Deep Trench,Warrior,2999.0,287.0,40.0,Sea Scooter,The Golden Reef,42061768
CIT_4833,Seafood,The Golden Reef,Miner,3757.0,825.0,45.0,Sea Scooter,Coral Slums,73470a11
CIT_8561,Seafood,Mariana Plaza,Warrior,7662.0,1167.0,41.0,No Vehicle,The Golden Reef,06fd5dc1
CIT_4972,Seaweed,The Golden Reef,Fisher,2150.0,531.0,39.0,Sea Scooter,Coral Slums,7c0a37ce
CIT_11677,Seaweed,Mariana Plaza,Miner,4645.0,706.0,50.0,No Vehicle,The Golden Reef,34cc4f7f
CIT_12345,Seaweed,The Golden Reef,Miner,7029.0,1554.0,56.0,No Vehicle,Coral Slums,d271607e
CIT_4019,Exotic Imports,Mariana Plaza,Warrior,8301.0,1279.0,26.0,Fin Bicycle,Coral Slums,dd7b5c40
CIT_6965,Exotic Imports,Mariana Plaza,Fisher,4210.0,629.0,33.0,Sea Scooter,Coral Slums,6ff1a206
CIT_17471,Seafood,The Golden Reef,Fisher,1815.0,370.0,44.0,Sea Scooter,The Golden Reef,bbbf31eb
CIT_1333,Seaweed,The Golden Reef,Scribe,,1246.0,72.0,No Vehicle,Coral Slums,a1a272ce
CIT_12754,Seafood,The Golden Reef,Merchant,18607.0,,81.0,Fin Bicycle,Mariana Plaza,ead3f2b2
CIT_2617,Seafood,The Golden Reef,Miner,9719.0,2172.0,53.0,No Vehicle,Coral Slums,2d7d85a9
CIT_0538,Seaweed,Deep Trench,Warrior,4540.0,525.0,43.0,No Vehicle,Coral Slums,8892db38
CIT_3512,Exotic Imports,Coral Slums,Miner,2648.0,185.0,28.0,Fin Bicycle,Deep Trench,7a5e245c
CIT_6983,Exotic Imports,The Golden Reef,Miner,29653.0,6754.0,77.0,Fin Bicycle,Coral Slums,710a6097
CIT_0933,Seafood,Mariana Plaza,Warrior,3559.0,,41.0,No Vehicle,Mariana Plaza,4663b749
CIT_10787,Seaweed,The Golden Reef,Merchant,71694.0,,110.0,Submarine,The Golden Reef,52fe827a
CIT_13599,Seaweed,Deep Trench,Fisher,1878.0,244.0,43.0,Sea Scooter,Deep Trench,fc577839
CIT_17292,Seaweed,The Golden Reef,Scribe,4209.0,913.0,47.0,Fin Bicycle,Mariana Plaza,4427c0db
CIT_9663,Exotic Imports,Deep Trench,Merchant,3412.0,366.0,46.0,Sea Scooter,Deep Trench,280a94a0
CIT_14352,Seaweed,Mariana Plaza,Scribe,5125.0,850.0,55.0,Submarine,Coral Slums,29df26e7
CIT_17127,Exotic Imports,The Golden Reef,Merchant,15730.0,3604.0,65.0,Fin Bicycle,Deep Trench,3bcbbbdc
CIT_8536,Seaweed,Deep Trench,Fisher,1039.0,172.0,41.0,Sea Scooter,Coral Slums,bc37ed67
CIT_10235,Exotic Imports,Mariana Plaza,Warrior,9040.0,1314.0,36.0,No Vehicle,Deep Trench,0b71aa1b
CIT_12660,Seaweed,Mariana Plaza,Warrior,17380.0,2707.0,61.0,Fin Bicycle,The Golden Reef,f2568adf
CIT_10875,Seaweed,The Golden Reef,Merchant,39075.0,,97.0,Fin Bicycle,The Golden Reef,db06bb10
CIT_16347,Exotic Imports,Deep Trench,Warrior,10549.0,1172.0,39.0,Submarine,The Golden Reef,00600155
CIT_0513,Seaweed,Deep Trench,Fisher,1288.0,109.0,,Sea Scooter,The Golden Reef,9cfd00e5
CIT_1762,Seaweed,Mariana Plaza,Scribe,1566.0,211.0,47.0,No Vehicle,Mariana Plaza,c266fe12
CIT_18060,Seaweed,The Golden Reef,Miner,14090.0,3060.0,57.0,Submarine,Coral Slums,2f84867a
CIT_16846,Seafood,Mariana Plaza,Warrior,3254.0,464.0,42.0,Fin Bicycle,The Golden Reef,9f560d34
CIT_10107,Seafood,The Golden Reef,Merchant,2533.0,507.0,,Sea Scooter,Mariana Plaza,256dfb0f
CIT_11143,Exotic Imports,Deep Trench,Scribe,1760.0,125.0,50.0,Fin Bicycle,Mariana Plaza,16848c7f
CIT_12049,Exotic Imports,Coral Slums,Miner,1953.0,128.0,40.0,No Vehicle,Deep Trench,d4042f9c
CIT_15510,Seafood,Coral Slums,Miner,2263.0,136.0,47.0,No Vehicle,Deep Trench,482f1f6d
CIT_18472,Seafood,The Golden Reef,Merchant,24626.0,5392.0,78.0,Submarine,Mariana Plaza,649bf026
CIT_19302,Seafood,Deep Trench,Fisher,1277.0,124.0,34.0,No Vehicle,Mariana Plaza,32710a76
CIT_8272,Seaweed,The Golden Reef,Warrior,31810.0,7197.0,76.0,Submarine,Deep Trench,d8e0368b
CIT_4048,Seaweed,Coral Slums,Miner,1098.0,100.0,48.0,Fin Bicycle,Deep Trench,fe5c526f
CIT_19645,Seafood,Deep Trench,Warrior,2904.0,291.0,42.0,Sea Scooter,Coral Slums,7aa452c7
CIT_8257,Exotic Imports,Deep Trench,Fisher,2886.0,277.0,31.0,No Vehicle,Coral Slums,4ca3a5a0
CIT_15808,Seaweed,Deep Trench,Miner,,219.0,50.0,Sea Scooter,Coral Slums,ab45f2b8
CIT_10106,Exotic Imports,The Golden Reef,Scribe,1495.0,144.0,46.0,No Vehicle,Mariana Plaza,c15dd282
CIT_8992,Seaweed,Coral Slums,Fisher,1152.0,100.0,39.0,Sea Scooter,Deep Trench,a40572ae
CIT_9262,Exotic Imports,Deep Trench,Merchant,2167.0,204.0,56.0,Fin Bicycle,The Golden Reef,e4bd2be2
CIT_4632,Seaweed,Deep Trench,Fisher,3297.0,394.0,43.0,Sea Scooter,Deep Trench,66f3a84c
CIT_16414,Exotic Imports,Deep Trench,Fisher,2035.0,238.0,37.0,Fin Bicycle,Coral Slums,c4f45e1c
CIT_3318,Seafood,The Golden Reef,Miner,1736.0,420.0,32.0,Sea Scooter,Coral Slums,722af358
CIT_5001,Exotic Imports,Deep Trench,Miner,9207.0,947.0,55.0,No Vehicle,Coral Slums,ddd1a8d9
CIT_2725,Exotic Imports,Coral Slums,Merchant,,342.0,52.0,No Vehicle,Coral Slums,3bc476b8
CIT_13754,Exotic Imports,Deep Trench,Fisher,2265.0,248.0,32.0,Fin Bicycle,Deep Trench,42b46af3
CIT_17823,Seaweed,Deep Trench,Warrior,3804.0,389.0,40.0,Sea Scooter,The Golden Reef,94abb5c8
CIT_2263,Seaweed,The Golden Reef,Miner,2197.0,652.0,51.0,Fin Bicycle,Deep Trench,3d28d9be
CIT_8679,Exotic Imports,Mariana Plaza,Scribe,3403.0,537.0,49.0,No Vehicle,Mariana Plaza,c5daf02b
CIT_15150,Seaweed,The Golden Reef,Merchant,6956.0,1615.0,,Submarine,Mariana Plaza,7440c525
CIT_13061,Seafood,Coral Slums,Scribe,3977.0,233.0,50.0,No Vehicle,Mariana Plaza,96b07584
CIT_5581,Seafood,Coral Slums,Fisher,1624.0,110.0,39.0,Sea Scooter,Coral Slums,434154d4
CIT_18189,Seaweed,Mariana Plaza,Miner,1270.0,250.0,51.0,No Vehicle,Mariana Plaza,fa3b2dae
CIT_7180,Seafood,The Golden Reef,Merchant,3107.0,771.0,69.0,No Vehicle,Mariana Plaza,04b6c7de
CIT_9716,Seafood,Mariana Plaza,Fisher,,539.0,50.0,Fin Bicycle,Coral Slums,0099f55d
CIT_14772,Seaweed,Coral Slums,Miner,1538.0,100.0,58.0,Fin Bicycle,Coral Slums,1a9fc26e
CIT_0754,Seafood,Mariana Plaza,Scribe,27685.0,4158.0,83.0,No Vehicle,The Golden Reef,9660b450
CIT_2940,Seafood,Mariana Plaza,Scribe,,486.0,55.0,No Vehicle,Mariana Plaza,d5fb2408
CIT_12382,Exotic Imports,The Golden Reef,Scribe,3263.0,687.0,54.0,Sea Scooter,Mariana Plaza,a34ed427
CIT_8565,Seafood,Deep Trench,Miner,6136.0,609.0,48.0,Submarine,Coral Slums,47069309
CIT_11807,Seaweed,Deep Trench,Warrior,,221.0,39.0,No Vehicle,Deep Trench,9ef81d43
CIT_16464,Seafood,Mariana Plaza,Scribe,12093.0,1898.0,54.0,Fin Bicycle,The Golden Reef,f469e1a7
CIT_7559,Seafood,The Golden Reef,Merchant,,3112.0,71.0,Sea Scooter,Coral Slums,df8f9e33
CIT_18717,Exotic Imports,Mariana Plaza,Fisher,4048.0,549.0,34.0,Sea Scooter,The Golden Reef,487d75b6
CIT_19357,Seaweed,Deep Trench,Merchant,1387.0,116.0,64.0,Sea Scooter,The Golden Reef,cf683ba2
CIT_14822,Seafood,Coral Slums,Miner,5091.0,275.0,37.0,No Vehicle,Deep Trench,e30df01c
CIT_17203,Seaweed,Deep Trench,Warrior,10519.0,,36.0,Fin Bicycle,Deep Trench,8a57ec63
CIT_7648,Exotic Imports,The Golden Reef,Warrior,50649.0,10000.0,75.0,Fin Bicycle,Deep Trench,67932adb
CIT_10062,Seaweed,The Golden Reef,Merchant,24791.0,5559.0,,Sea Scooter,The Golden Reef,e40d0c28
CIT_4792,Seaweed,The Golden Reef,Scribe,6131.0,1432.0,67.0,Sea Scooter,Mariana Plaza,7759d8ca
CIT_16137,Seaweed,The Golden Reef,Merchant,28480.0,6246.0,83.0,Fin Bicycle,The Golden Reef,b5f82947
CIT_17222,Seaweed,Deep Trench,Fisher,2364.0,235.0,,Sea Scooter,Deep Trench,efa93ff7
CIT_2605,Seaweed,Deep Trench,Scribe,1201.0,196.0,62.0,Fin Bicycle,Mariana Plaza,a2ca9ff1
CIT_18640,Exotic Imports,The Golden Reef,Warrior,34785.0,7855.0,67.0,Fin Bicycle,The Golden Reef,ad0b8b30
CIT_0296,Exotic Imports,Coral Slums,Fisher,1835.0,100.0,34.0,Fin Bicycle,The Golden Reef,97b2b145
CIT_13502,Seaweed,Mariana Plaza,Warrior,15334.0,2362.0,55.0,Fin Bicycle,Coral Slums,4f90d387
CIT_6734,Seafood,The Golden Reef,Merchant,94197.0,10000.0,110.0,Submarine,Mariana Plaza,1b7b3bed
CIT_2955,Exotic Imports,Coral Slums,Merchant,2143.0,104.0,50.0,Fin Bicycle,Mariana Plaza,06c0fe5f
CIT_19235,Seafood,The Golden Reef,Merchant,20785.0,4705.0,85.0,Submarine,Deep Trench,754e4f98
CIT_5710,Seaweed,The Golden Reef,Merchant,2256.0,613.0,,No Vehicle,Coral Slums,097002a1
CIT_19108,Exotic Imports,Coral Slums,Warrior,,100.0,30.0,Sea Scooter,Coral Slums,4946bdce
CIT_7804,Seaweed,Mariana Plaza,Warrior,1269.0,188.0,41.0,Fin Bicycle,The Golden Reef,adff353c
CIT_3966,Seafood,Coral Slums,Warrior,2113.0,124.0,43.0,No Vehicle,The Golden Reef,c59e3d1a
CIT_2911,Exotic Imports,Deep Trench,Fisher,2376.0,310.0,36.0,Sea Scooter,Deep Trench,c8030f44
CIT_7719,Exotic Imports,The Golden Reef,Warrior,,475.0,41.0,Fin Bicycle,Deep Trench,fcff492b
CIT_10925,Seafood,Mariana Plaza,Scribe,16491.0,2385.0,72.0,Sea Scooter,Coral Slums,de24003a
CIT_19124,Exotic Imports,The Golden Reef,Fisher,4589.0,967.0,43.0,No Vehicle,Mariana Plaza,410e95f9
CIT_10197,Exotic Imports,Mariana Plaza,Miner,7367.0,1082.0,47.0,No Vehicle,Coral Slums,9df3c75d
CIT_8754,Exotic Imports,The Golden Reef,Miner,17936.0,4032.0,52.0,Submarine,Coral Slums,4e4fdcfb
CIT_9923,Seaweed,Deep Trench,Warrior,1770.0,245.0,48.0,Sea Scooter,Coral Slums,410dee76
CIT_18179,Seaweed,The Golden Reef,Merchant,4636.0,1048.0,58.0,Fin Bicycle,Mariana Plaza,98cfb2c4
CIT_10358,Seafood,Coral Slums,Warrior,1830.0,100.0,29.0,Fin Bicycle,The Golden Reef,1ab7ac6f
CIT_11835,Seafood,Mariana Plaza,Scribe,,360.0,69.0,No Vehicle,Deep Trench,c1c208f1
CIT_17716,Exotic Imports,Deep Trench,Warrior,3893.0,384.0,34.0,Sea Scooter,Coral Slums,6bfa835e
CIT_1849,Exotic Imports,Coral Slums,Miner,1506.0,100.0,45.0,Sea Scooter,Coral Slums,4f205c39
CIT_5834,Seafood,The Golden Reef,Miner,87230.0,10000.0,92.0,No Vehicle,Deep Trench,1df81a71
CIT_5485,Exotic Imports,The Golden Reef,Fisher,8997.0,1941.0,50.0,Sea Scooter,The Golden Reef,5daf5ebb
CIT_1783,Seaweed,Deep Trench,Scribe,3452.0,,57.0,Sea Scooter,Mariana Plaza,69e80cba
CIT_19688,Exotic Imports,Coral Slums,Fisher,1790.0,102.0,34.0,No Vehicle,Coral Slums,f4a79342
